Departure,Return,Bike,Departure station,Return station,Membership Type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (C),Return temperature (C),Stopover duration,Number of stopovers
2/24/2019 12:00,2/24/2019 13:00,561,0092 Chilco & Barclay,0136 David Lam Park - West,24 Hour,3287,895,3971,4169,8,11,0,0
2/24/2019 12:00,2/24/2019 13:00,1222,0092 Chilco & Barclay,0136 David Lam Park - West,24 Hour,3303,894,4074,4277,8,11,0,0
2/24/2019 13:00,2/24/2019 13:00,832,0104 Stanley Park - Second Beach South,0209 Stanley Park - Information Booth,24 Hour,1782,1027,3692,3950,12,11,0,0
2/24/2019 13:00,2/24/2019 13:00,381,0126 Thurlow & Pendrell,0126 Thurlow & Pendrell,24 Hour,0,16,4040,4093,21,20,0,0
2/24/2019 13:00,2/24/2019 13:00,1514,0104 Stanley Park - Second Beach South,0209 Stanley Park - Information Booth,24 Hour,1819,947,3843,4000,12,12,0,0
2/24/2019 13:00,2/24/2019 13:00,381,0126 Thurlow & Pendrell,0104 Stanley Park - Second Beach South,24 Hour,2807,1007,3990,4119,21,14,0,0
2/24/2019 13:00,2/24/2019 13:00,1181,0048 Comox & Broughton,0033 Robson & Denman,Archived Monthly Plus,961,251,3947,4047,17,17,0,0
2/24/2019 13:00,2/24/2019 13:00,1804,0253 Charles & Woodland,0063 Robson & Granville,365 Corporate Plus,4422,988,3918,4076,20,16,0,0
2/24/2019 13:00,2/24/2019 13:00,245,0096 Nicola & Robson,0190 Melville & Bute,365 Day Founding Plus,6217,3026,4045,4219,14,11,1256,6
2/24/2019 13:00,2/24/2019 13:00,1491,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,24 Hour,0,26,3969,4034,8,8,0,0
2/24/2019 13:00,2/24/2019 13:00,693,0209 Stanley Park - Information Booth,0102 Stanley Park - Second Beach North,24 Hour,7365,3189,3885,4047,13,9,0,0
2/24/2019 13:00,2/24/2019 13:00,709,0073 Ontario & 5th,0053 Keefer & Abbott,365 Corporate Standard Renewal,10289,2740,3721,3890,14,10,0,0
2/24/2019 13:00,2/24/2019 13:00,685,0050 Bute & Comox,0025 Homer & Robson,365 Day Founding Standard,1560,561,3842,3939,19,15,0,0
2/24/2019 13:00,2/24/2019 13:00,300,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,24 Hour,0,312,4014,4126,5,4,0,0
2/24/2019 13:00,2/24/2019 13:00,537,0066 Anderson & 2nd,0143 South False Creek Seawall,365 Standard,1014,224,3939,4030,9,11,0,0
2/24/2019 13:00,2/24/2019 13:00,483,0209 Stanley Park - Information Booth,0102 Stanley Park - Second Beach North,24 Hour,7416,3087,3682,3968,13,11,0,0
2/24/2019 13:00,2/24/2019 13:00,247,0053 Keefer & Abbott,0213 Pender & Gore,365 Corporate Plus,976,359,3964,4053,11,11,0,0
2/24/2019 13:00,2/24/2019 13:00,1774,0133 Ontario & 16th,0186 10th & Kingsway,365 Day Pass Standard SALE,1259,308,3787,3940,9,10,0,0
2/24/2019 13:00,2/24/2019 13:00,81,0048 Comox & Broughton,0139 Burrard & 4th,365 Day Pass Standard SALE,2962,791,3843,3977,16,14,0,0
2/24/2019 13:00,2/24/2019 13:00,610,0140 Burrard & 7th,0082 Richards & Davie,Vancity Community Pass,5776,2860,3898,4008,15,12,1050,1
2/24/2019 13:00,2/24/2019 13:00,575,0099 Vancouver Art Gallery - North Plaza,0060 Bidwell & Burnaby,365 Day Founding Plus,6397,2743,3774,4143,8,12,862,1
2/24/2019 13:00,2/24/2019 13:00,1546,0041 Cardero & Robson,0053 Keefer & Abbott,24 Hour,3373,1443,3756,3845,13,11,0,0
2/24/2019 13:00,2/24/2019 13:00,1049,0137 Beach & Seymour,0053 Keefer & Abbott,Vancity Community Pass,2207,698,3687,3803,10,12,0,0
2/24/2019 13:00,2/24/2019 13:00,1284,0102 Stanley Park - Second Beach North,0209 Stanley Park - Information Booth,24 Hour,1686,957,3863,3982,9,10,0,0
2/24/2019 13:00,2/24/2019 13:00,844,0137 Beach & Seymour,0053 Keefer & Abbott,Vancity Community Pass,2131,719,3834,3951,9,10,0,0
2/24/2019 13:00,2/24/2019 13:00,1027,0102 Stanley Park - Second Beach North,0209 Stanley Park - Information Booth,24 Hour,1707,958,3723,3874,9,10,0,0
2/24/2019 13:00,2/24/2019 13:00,1493,0204 York & Yew,0010 Stamp's Landing,365 Corporate Plus,3348,845,3980,4229,8,10,0,0
2/24/2019 13:00,2/24/2019 13:00,1675,0204 York & Yew,0010 Stamp's Landing,365 Plus,3344,826,3681,3892,8,11,0,0
2/24/2019 13:00,2/24/2019 17:00,782,0253 Charles & Woodland,0193 Science World,VIP,3242,17377,3698,3824,19,10,14715,1
2/24/2019 13:00,2/24/2019 13:00,1435,0102 Stanley Park - Second Beach North,0209 Stanley Park - Information Booth,24 Hour,1696,854,3726,3848,9,10,0,0
2/24/2019 13:00,2/24/2019 13:00,1868,0066 Anderson & 2nd,0009 Spyglass & Seawall,365 Standard,2336,608,3847,3976,9,10,0,0
2/24/2019 13:00,2/25/2019 15:00,1218,0083 Aquatic Centre,,24 Hour,0,0,3490,0,12,0,0,0
2/24/2019 13:00,2/24/2019 13:00,77,0082 Richards & Davie,0025 Homer & Robson,365 Day Founding Standard,878,324,3953,3993,13,13,0,0
2/24/2019 13:00,2/24/2019 13:00,1951,0060 Bidwell & Burnaby,0033 Robson & Denman,365 Day Pass Standard SALE,1002,322,3930,4037,12,14,0,0
2/24/2019 13:00,2/24/2019 13:00,1164,0041 Cardero & Robson,0002 Burrard Station,365 Day Pass Plus SALE,1592,666,3626,3739,13,12,119,1
2/24/2019 13:00,2/24/2019 13:00,509,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1006,611,3761,3908,17,13,0,0
2/24/2019 13:00,2/24/2019 13:00,300,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,24 Hour,0,17,4048,4077,5,6,0,0
2/24/2019 13:00,2/24/2019 13:00,766,0143 South False Creek Seawall,0139 Burrard & 4th,90 Day,2093,923,3908,4006,15,13,0,0
2/24/2019 13:00,2/24/2019 13:00,1211,0143 South False Creek Seawall,0139 Burrard & 4th,90 Day,2048,860,3871,3997,15,13,0,0
2/24/2019 13:00,2/24/2019 13:00,923,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1010,548,3681,3732,18,16,0,0
2/24/2019 13:00,2/24/2019 13:00,198,0241 4th & Commercial,0237 Glen & 6th,365 Corporate Standard,1417,277,3771,3864,20,21,0,0
2/24/2019 13:00,2/24/2019 13:00,127,0083 Aquatic Centre,0028 Davie & Beach,365 Standard,1272,324,3990,4132,12,14,0,0
2/24/2019 13:00,2/24/2019 13:00,1723,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1016,526,3853,3897,17,15,0,0
2/24/2019 13:00,2/24/2019 13:00,1203,0047 Chilco & Beach,0083 Aquatic Centre,365 Day Pass Plus SALE,1594,507,3769,3939,11,12,0,0
2/24/2019 13:00,2/24/2019 13:00,493,0098 Carrall & Hastings,0193 Science World,365 Day Founding Plus,1194,371,3876,4016,13,13,0,0
2/24/2019 13:00,2/24/2019 13:00,60,0005 Dunsmuir & Beatty,0209 Stanley Park - Information Booth,24 Hour,3420,2232,3752,3840,9,12,0,0
2/24/2019 13:00,2/24/2019 13:00,300,0005 Dunsmuir & Beatty,0209 Stanley Park - Information Booth,24 Hour,3338,2251,3982,4155,8,8,0,0
2/24/2019 13:00,2/24/2019 13:00,1222,0136 David Lam Park - West,0173 1st & Columbia,24 Hour,3618,1248,4182,4288,10,11,0,0
2/24/2019 13:00,2/24/2019 13:00,832,0209 Stanley Park - Information Booth,0101 Stanley Park - Vancouver Aquarium,24 Hour,228,460,3769,3892,12,11,0,0
2/24/2019 13:00,2/24/2019 14:00,1310,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,7949,4339,3884,4126,19,10,0,0
2/24/2019 13:00,2/24/2019 14:00,852,0014 Canada Place,0035 Coal Harbour Community Centre,365 Day Founding Plus,14065,3378,3837,4188,8,11,0,0
2/24/2019 13:00,2/24/2019 13:00,561,0136 David Lam Park - West,0173 1st & Columbia,24 Hour,3642,1211,4061,4221,10,11,0,0
2/24/2019 13:00,2/24/2019 14:00,489,0101 Stanley Park - Vancouver Aquarium,0102 Stanley Park - Second Beach North,24 Hour,5733,2459,3856,4064,7,10,0,0
2/24/2019 13:00,2/24/2019 13:00,1514,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,73,90,3922,3953,12,12,0,0
2/24/2019 13:00,2/24/2019 13:00,1315,0065 Cypress & Cornwall,0065 Cypress & Cornwall,365 Plus,0,20,3795,3858,18,18,0,0
2/24/2019 13:00,2/24/2019 14:00,1439,0101 Stanley Park - Vancouver Aquarium,0102 Stanley Park - Second Beach North,24 Hour,5836,2442,3934,4196,6,10,0,0
2/24/2019 13:00,2/24/2019 13:00,381,0104 Stanley Park - Second Beach South,0102 Stanley Park - Second Beach North,24 Hour,3894,1425,3982,4196,14,12,0,0
2/24/2019 13:00,2/24/2019 13:00,571,0015 Granville & Georgia,0089 Burrard & Drake,365 Day Founding Standard,1308,2150,3748,3835,8,15,0,0
2/24/2019 13:00,2/24/2019 13:00,2027,0065 Cypress & Cornwall,0066 Anderson & 2nd,365 Plus,2313,701,4022,4169,18,16,0,0
2/24/2019 13:00,2/24/2019 13:00,1514,0209 Stanley Park - Information Booth,0101 Stanley Park - Vancouver Aquarium,24 Hour,200,239,3835,3943,12,11,0,0
2/24/2019 13:00,2/24/2019 13:00,876,0014 Canada Place,0105 Stanley Park - Totem Poles,24 Hour,4177,1517,3665,3814,8,12,0,0
2/24/2019 13:00,2/24/2019 13:00,350,0280 Triumph & Victoria,0213 Pender & Gore,365 Standard,2840,1164,3777,3884,20,14,0,0
2/24/2019 13:00,2/24/2019 13:00,223,0014 Canada Place,0105 Stanley Park - Totem Poles,24 Hour,4298,1456,3424,3689,8,12,0,0
2/24/2019 13:00,2/24/2019 13:00,1801,0035 Coal Harbour Community Centre,0021 Cordova & Granville,365 Day Founding Standard,1535,396,3889,4005,11,12,0,0
2/24/2019 13:00,2/24/2019 14:00,1848,0173 1st & Columbia,0053 Keefer & Abbott,365 Day Pass Plus SALE,2499,3836,3943,4072,8,15,0,0
2/24/2019 13:00,2/24/2019 13:00,609,0254 Grandview Bike Lane & Commercial,0250 Woodland & 4th,365 Standard,436,137,3768,3855,19,20,0,0
2/24/2019 13:00,2/24/2019 13:00,419,0107 8th & Ontario,0028 Davie & Beach,Archived Monthly Standard,6291,1169,3748,3871,24,17,0,0
2/24/2019 13:00,2/24/2019 13:00,328,0099 Vancouver Art Gallery - North Plaza,0035 Coal Harbour Community Centre,Vancity Community Pass,2560,1217,4085,4242,8,11,0,0
2/24/2019 13:00,2/24/2019 13:00,1284,0209 Stanley Park - Information Booth,0035 Coal Harbour Community Centre,24 Hour,1778,713,3913,4029,11,13,0,0
2/24/2019 13:00,2/25/2019 12:00,1772,0241 4th & Commercial,0253 Charles & Woodland,365 Day Pass Standard SALE,982,84739,3892,3832,21,18,0,0
2/24/2019 13:00,2/24/2019 13:00,1679,0209 Stanley Park - Information Booth,0035 Coal Harbour Community Centre,24 Hour,1778,700,3823,3922,16,13,0,0
2/24/2019 13:00,2/24/2019 13:00,1329,0209 Stanley Park - Information Booth,0035 Coal Harbour Community Centre,24 Hour,1776,669,3860,4014,15,14,0,0
2/24/2019 13:00,2/24/2019 14:00,770,0083 Aquatic Centre,0066 Anderson & 2nd,365 Day Pass Plus SALE,7328,2582,4148,4309,15,12,0,0
2/24/2019 13:00,2/24/2019 13:00,2163,0099 Vancouver Art Gallery - North Plaza,0083 Aquatic Centre,365 Day Founding Plus,2023,553,3516,3686,8,10,0,0
2/24/2019 13:00,2/24/2019 13:00,190,0211 14th & Alder,0080 Laurel & Broadway,365 Standard,1051,242,3997,4092,19,20,0,0
2/24/2019 13:00,2/24/2019 13:00,69,0202 14th & Oak,0255 18th & Main,365 Plus,2387,631,3692,3789,20,17,0,0
2/24/2019 13:00,2/24/2019 13:00,552,0143 South False Creek Seawall,0006 Olympic Village Station,365 Corporate Plus,1119,278,4008,4150,15,17,0,0
2/24/2019 13:00,2/24/2019 13:00,800,0044 Pacific & Richards,0104 Stanley Park - Second Beach South,365 Day Pass Standard SALE,3499,1389,3840,3953,16,12,0,0
2/24/2019 13:00,2/24/2019 13:00,1078,0066 Anderson & 2nd,0089 Burrard & Drake,24 Hour,2162,856,4055,4201,8,10,0,0
2/24/2019 13:00,2/24/2019 13:00,1425,0074 10th & Main,0083 Aquatic Centre,365 Day Founding Standard,5603,1569,3827,4067,16,13,0,0
2/24/2019 13:00,2/24/2019 13:00,261,0044 Pacific & Richards,0104 Stanley Park - Second Beach South,24 Hour,3512,1349,3747,3900,17,14,0,0
2/24/2019 13:00,2/24/2019 13:00,955,0098 Carrall & Hastings,0017 Marinaside & Davie,24 Hour,1825,639,3797,3913,12,12,0,0
2/24/2019 13:00,2/24/2019 13:00,548,0098 Carrall & Hastings,0017 Marinaside & Davie,24 Hour,1815,608,3914,4109,12,13,0,0
2/24/2019 13:00,2/24/2019 13:00,236,0066 Anderson & 2nd,0089 Burrard & Drake,24 Hour,2154,792,3934,4158,8,11,0,0
2/24/2019 13:00,2/24/2019 13:00,81,0139 Burrard & 4th,0167 Cordova & Columbia,365 Day Pass Standard SALE,5836,1354,3890,4080,15,14,0,0
2/24/2019 13:00,2/24/2019 13:00,1272,0102 Stanley Park - Second Beach North,0104 Stanley Park - Second Beach South,24 Hour,1684,552,4006,4172,9,11,0,0
2/24/2019 13:00,2/24/2019 13:00,668,0137 Beach & Seymour,0047 Chilco & Beach,24 Hour,2587,977,3990,4156,8,9,0,0
2/24/2019 13:00,2/24/2019 14:00,516,0024 Hornby & Pender,0105 Stanley Park - Totem Poles,Vancity Community Pass,4345,1518,3793,3997,8,12,0,0
2/24/2019 13:00,2/24/2019 13:00,646,0015 Granville & Georgia,0036 Bute & Robson,365 Day Pass Plus SALE,959,423,3785,3916,8,10,0,0
2/24/2019 13:00,2/24/2019 13:00,1317,0063 Robson & Granville,0098 Carrall & Hastings,24 Hour,1968,1077,3710,3805,9,11,0,0
2/24/2019 13:00,2/24/2019 13:00,15,0014 Canada Place,0129 Richards & Robson,24 Hour,1145,686,3758,3832,9,9,0,0
2/24/2019 13:00,2/24/2019 13:00,435,0063 Robson & Granville,0098 Carrall & Hastings,24 Hour,1999,1044,3872,3995,9,11,0,0
2/24/2019 13:00,2/24/2019 13:00,1038,0110 5th & Arbutus,0113 Arbutus & 16th,365 Corporate Plus,1239,385,3684,3782,12,13,0,0
2/24/2019 13:00,2/24/2019 19:00,1035,0280 Triumph & Victoria,0280 Triumph & Victoria,VIP,28249,19443,3860,4263,21,7,10616,5
2/24/2019 13:00,2/24/2019 19:00,1814,0280 Triumph & Victoria,0278 15th & Victoria,VIP,25686,19636,3771,4087,22,7,11642,7
2/24/2019 13:00,2/24/2019 13:00,942,0027 Beatty & Nelson,0005 Dunsmuir & Beatty,365 Day Founding Standard,706,355,3766,3860,14,14,0,0
2/24/2019 13:00,2/24/2019 13:00,388,0196 Drake & Hornby,0019 Robson & Hornby,24 Hour,884,310,3639,3863,7,7,0,0
2/24/2019 13:00,2/24/2019 14:00,2012,0033 Robson & Denman,0105 Stanley Park - Totem Poles,365 Plus,14596,3293,3847,4072,9,10,0,0
2/24/2019 13:00,2/24/2019 13:00,892,0107 8th & Ontario,0143 South False Creek Seawall,365 Corporate Plus,3146,1171,3956,4066,14,12,0,0
2/24/2019 13:00,2/24/2019 13:00,563,0107 8th & Ontario,0143 South False Creek Seawall,24 Hour,3161,1124,3847,4055,14,12,0,0
2/24/2019 13:00,2/24/2019 14:00,440,0105 Stanley Park - Totem Poles,0209 Stanley Park - Information Booth,24 Hour,4112,1350,3971,4145,17,13,0,0
2/24/2019 13:00,2/24/2019 14:00,923,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,2481,1787,3621,3732,16,13,0,0
2/24/2019 13:00,2/24/2019 14:00,922,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,2434,1720,4077,4171,18,12,0,0
2/24/2019 13:00,2/24/2019 15:00,769,0147 Chestnut & McNicoll,0134 14th & Main,VIP,11972,6860,3853,4124,10,15,0,0
2/24/2019 13:00,2/24/2019 14:00,509,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,2503,1731,3750,3827,17,9,0,0
2/24/2019 13:00,2/24/2019 13:00,1284,0035 Coal Harbour Community Centre,0105 Stanley Park - Totem Poles,24 Hour,2715,890,3797,4076,11,13,0,0
2/24/2019 13:00,2/24/2019 13:00,1328,0035 Coal Harbour Community Centre,0105 Stanley Park - Totem Poles,24 Hour,2787,884,4042,4201,9,12,0,0
2/24/2019 13:00,2/24/2019 13:00,613,0071 14th & Granville,0019 Robson & Hornby,365 Day Pass Standard SALE,3391,843,3800,3971,8,11,0,0
2/24/2019 13:00,2/24/2019 13:00,270,0133 Ontario & 16th,0132 14th & Ontario,365 Standard,226,259,3531,3645,12,12,0,0
2/24/2019 13:00,2/24/2019 14:00,1514,0101 Stanley Park - Vancouver Aquarium,0105 Stanley Park - Totem Poles,24 Hour,4790,2129,3823,4029,11,10,0,0
2/24/2019 13:00,2/24/2019 13:00,448,0104 Stanley Park - Second Beach South,0105 Stanley Park - Totem Poles,24 Hour,2695,663,3929,4074,12,14,0,0
2/24/2019 13:00,2/24/2019 13:00,1468,0287 Carolina & Great Northern Way,0173 1st & Columbia,365 Corporate Plus,1717,557,4027,4198,19,15,0,0
2/24/2019 13:00,2/24/2019 13:00,236,0089 Burrard & Drake,0019 Robson & Hornby,24 Hour,880,467,3993,4177,12,11,0,0
2/24/2019 13:00,2/24/2019 14:00,1383,0102 Stanley Park - Second Beach North,0209 Stanley Park - Information Booth,24 Hour,0,1024,3608,3684,10,9,0,0
2/24/2019 13:00,2/24/2019 13:00,1078,0089 Burrard & Drake,0019 Robson & Hornby,24 Hour,886,447,4032,4200,11,10,0,0
2/24/2019 13:00,2/24/2019 14:00,328,0035 Coal Harbour Community Centre,0006 Olympic Village Station,Vancity Community Pass,11037,3228,4130,4400,12,13,0,0
2/24/2019 13:00,2/24/2019 13:00,1675,0010 Stamp's Landing,0066 Anderson & 2nd,365 Day Pass Standard SALE,1821,484,3742,3903,8,10,0,0
2/24/2019 13:00,2/24/2019 14:00,714,0132 14th & Ontario,0201 Shaw Tower,365 Standard,4598,1123,3881,4126,14,12,0,0
2/24/2019 13:00,2/24/2019 13:00,406,0202 14th & Oak,0172 10th & Columbia,365 Day Pass Plus SALE,2180,585,3750,3876,18,16,0,0
2/24/2019 13:00,2/24/2019 13:00,681,0101 Stanley Park - Vancouver Aquarium,0105 Stanley Park - Totem Poles,24 Hour,1182,411,3565,3650,8,10,0,0
2/24/2019 13:00,2/24/2019 14:00,668,0047 Chilco & Beach,0096 Nicola & Robson,24 Hour,3146,1236,4069,4224,10,10,0,0
2/24/2019 13:00,2/24/2019 13:00,245,0190 Melville & Bute,0207 Alberni & Jervis,365 Day Founding Plus,555,335,4140,4211,12,11,95,1
2/24/2019 13:00,2/24/2019 14:00,953,0205 Pine & 10th,0072 14th & Cambie,365 Day Pass Standard SALE,2648,675,3694,3839,19,17,0,0
2/24/2019 13:00,2/24/2019 14:00,605,0017 Marinaside & Davie,0017 Marinaside & Davie,24 Hour,4457,1739,3835,3971,14,12,0,0
2/24/2019 13:00,2/24/2019 14:00,1754,0028 Davie & Beach,0035 Coal Harbour Community Centre,365 Standard,3448,760,3826,4022,18,14,0,0
2/24/2019 13:00,2/24/2019 14:00,1231,0028 Davie & Beach,0148 Creekside Park North,365 Standard,36,3082,3616,3713,19,12,0,0
2/24/2019 13:00,2/24/2019 14:00,637,0136 David Lam Park - West,0083 Aquatic Centre,365 Day Pass Standard SALE,1433,881,3847,3913,14,14,0,0
2/24/2019 13:00,2/24/2019 14:00,800,0104 Stanley Park - Second Beach South,0105 Stanley Park - Totem Poles,365 Day Pass Standard SALE,2705,849,3874,4008,12,12,0,0
2/24/2019 13:00,2/24/2019 14:00,1873,0104 Stanley Park - Second Beach South,0105 Stanley Park - Totem Poles,24 Hour,2705,836,3898,4108,11,10,0,0
2/24/2019 13:00,2/24/2019 14:00,476,0167 Cordova & Columbia,0213 Pender & Gore,365 Day Pass Standard SALE,765,765,3723,3832,9,10,0,0
2/24/2019 13:00,2/24/2019 14:00,1222,0173 1st & Columbia,0218 Carrall & Seawall,365 Day Pass Standard SALE,1376,397,4172,4285,9,11,0,0
2/24/2019 13:00,2/24/2019 14:00,422,0064 Expo & Smithe,0035 Coal Harbour Community Centre,365 Standard,2713,828,3921,4098,13,13,0,0
2/24/2019 13:00,2/24/2019 14:00,876,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,24 Hour,7982,2505,3747,3784,14,9,0,0
2/24/2019 13:00,2/24/2019 14:00,1109,0093 Chilco & Robson,0028 Davie & Beach,24 Hour,927,451,3787,3887,9,10,0,0
2/24/2019 13:00,2/24/2019 14:00,1073,0159 Vine & 4th,0166 Alder & 11th,365 Day Pass Standard SALE,2691,845,3550,3706,16,15,0,0
2/24/2019 13:00,2/24/2019 14:00,2169,0093 Chilco & Robson,0028 Davie & Beach,24 Hour,87,429,3431,3502,9,9,0,0
2/24/2019 13:00,2/24/2019 14:00,1897,0089 Burrard & Drake,0079 Nelson & Richards,365 Day Founding Standard,1106,381,3795,3906,16,15,0,0
2/24/2019 13:00,2/24/2019 14:00,525,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,5441,1596,3697,3848,19,12,0,0
2/24/2019 13:00,2/24/2019 14:00,1473,0066 Anderson & 2nd,0019 Robson & Hornby,24 Hour,3097,922,3827,4005,8,11,0,0
2/24/2019 13:00,2/24/2019 14:00,60,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,990,782,3665,3855,12,12,0,0
2/24/2019 13:00,2/24/2019 14:00,218,0066 Anderson & 2nd,0010 Stamp's Landing,Vancity Community Pass,1815,504,3939,4085,8,9,0,0
2/24/2019 13:00,2/24/2019 14:00,879,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,5380,1541,3990,4208,20,12,0,0
2/24/2019 13:00,2/24/2019 13:00,683,0017 Marinaside & Davie,0017 Marinaside & Davie,24 Hour,0,17,3913,3969,20,19,0,0
2/24/2019 13:00,2/24/2019 14:00,1027,0209 Stanley Park - Information Booth,0105 Stanley Park - Totem Poles,24 Hour,1002,778,3800,3877,17,14,0,0
2/24/2019 13:00,2/24/2019 14:00,1116,0019 Robson & Hornby,0234 Station & National,24 Hour,2777,1138,3963,4145,12,10,0,0
2/24/2019 13:00,2/24/2019 14:00,2037,0026 Beatty & Robson,0006 Olympic Village Station,365 Corporate Plus,1472,558,3887,3982,15,15,0,0
2/24/2019 13:00,2/24/2019 14:00,683,0017 Marinaside & Davie,0017 Marinaside & Davie,24 Hour,4449,1355,3893,4093,20,13,0,0
2/24/2019 13:00,2/24/2019 14:00,563,0143 South False Creek Seawall,0066 Anderson & 2nd,24 Hour,1006,398,3939,4043,12,11,0,0
2/24/2019 13:00,2/24/2019 14:00,1977,0011 Ontario & Seawall,0066 Anderson & 2nd,90 Day,3183,742,3874,4038,19,16,0,0
2/24/2019 13:00,2/24/2019 16:00,113,0123 Georgia & Thurlow,0028 Davie & Beach,24 Hour,14945,7416,3850,4221,8,11,0,0
2/24/2019 13:00,2/24/2019 14:00,892,0143 South False Creek Seawall,0066 Anderson & 2nd,365 Corporate Plus,1004,386,4001,4093,12,12,0,0
2/24/2019 14:00,2/24/2019 14:00,1409,0159 Vine & 4th,0010 Stamp's Landing,24 Hour,5264,1378,3673,3901,9,13,0,0
2/24/2019 14:00,2/24/2019 14:00,223,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,4980,1601,3581,3742,15,10,0,0
2/24/2019 14:00,2/24/2019 14:00,2053,0002 Burrard Station,0005 Dunsmuir & Beatty,24 Hour,1145,506,3850,4000,7,7,0,0
2/24/2019 14:00,2/24/2019 14:00,448,0105 Stanley Park - Totem Poles,0101 Stanley Park - Vancouver Aquarium,24 Hour,4870,1529,3968,4213,14,11,0,0
2/24/2019 14:00,2/24/2019 14:00,245,0207 Alberni & Jervis,0092 Chilco & Barclay,365 Day Founding Plus,5358,2794,4059,4225,12,10,1346,6
2/24/2019 14:00,2/24/2019 14:00,681,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,0,18,3460,3642,10,9,0,0
2/24/2019 14:00,2/24/2019 14:00,323,0019 Robson & Hornby,0209 Stanley Park - Information Booth,24 Hour,3859,1379,3940,4185,10,11,0,0
2/24/2019 14:00,2/24/2019 14:00,90,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,0,42,3874,3919,20,18,0,0
2/24/2019 14:00,2/24/2019 14:00,516,0105 Stanley Park - Totem Poles,0102 Stanley Park - Second Beach North,Vancity Community Pass,6021,2308,3893,4029,11,8,0,0
2/24/2019 14:00,2/24/2019 14:00,674,0053 Keefer & Abbott,0053 Keefer & Abbott,Vancity Community Pass,0,16,3835,3892,13,13,0,0
2/24/2019 14:00,2/25/2019 14:00,423,0053 Keefer & Abbott,0084 Sunset Beach West,Vancity Community Pass,3187,1044,3787,3885,9,10,0,0
2/24/2019 14:00,2/24/2019 14:00,674,0053 Keefer & Abbott,0084 Sunset Beach West,Vancity Community Pass,3187,1007,3798,3971,14,14,0,0
2/24/2019 14:00,2/24/2019 14:00,208,0019 Robson & Hornby,0209 Stanley Park - Information Booth,24 Hour,3869,1286,3887,4148,10,9,0,0
2/24/2019 14:00,2/24/2019 14:00,681,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,5527,2846,3529,3676,11,9,0,0
2/24/2019 14:00,2/24/2019 14:00,440,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,0,35,4034,4109,12,11,0,0
2/24/2019 14:00,2/24/2019 14:00,90,0105 Stanley Park - Totem Poles,0105 Stanley Park - Totem Poles,24 Hour,5529,2784,3861,3982,19,10,0,0
2/24/2019 14:00,2/24/2019 14:00,1775,0148 Creekside Park North,0173 1st & Columbia,365 Day Pass Plus SALE,1106,310,4042,4182,14,15,0,0
2/24/2019 14:00,2/24/2019 15:00,2073,0102 Stanley Park - Second Beach North,0102 Stanley Park - Second Beach North,24 Hour,11375,5982,4006,4213,9,10,0,0
2/24/2019 14:00,2/24/2019 14:00,713,0099 Vancouver Art Gallery - North Plaza,0024 Hornby & Pender,24 Hour,532,651,3689,3784,8,9,0,0
2/24/2019 14:00,2/24/2019 14:00,1118,0099 Vancouver Art Gallery - North Plaza,0024 Hornby & Pender,24 Hour,488,634,3582,3785,9,9,0,0
2/24/2019 14:00,2/24/2019 14:00,1970,0105 Stanley Park - Totem Poles,0035 Coal Harbour Community Centre,24 Hour,6591,2695,3748,3926,17,9,0,0
2/24/2019 14:00,2/24/2019 14:00,300,0209 Stanley Park - Information Booth,0035 Coal Harbour Community Centre,24 Hour,1774,607,3979,4229,9,8,0,0
2/24/2019 14:00,2/24/2019 14:00,207,0024 Hornby & Pender,0199 Georgia & Main,24 Hour,1719,645,3716,3911,9,11,0,0
2/24/2019 14:00,2/24/2019 14:00,479,0063 Robson & Granville,0154 Kitsilano Beach Park,365 Plus,3228,1318,3763,3929,10,13,0,0
